client_id,job,age,marital,education,credit_default,mortgage
91,unknown,57,married,,True,True
92,admin_,60,married,,True,True
93,unemployed,33,married,basic_9y,True,True
94,blue-collar,42,married,basic_6y,True,True
95,services,45,married,professional_course,True,True
96,management,42,married,university_degree,True,True
97,admin_,53,divorced,university_degree,True,True
98,technician,37,single,professional_course,True,True
99,blue-collar,44,married,basic_6y,True,True
100,services,54,married,,True,True
101,blue-collar,49,married,basic_4y,True,True
102,services,54,married,,True,True
103,admin_,52,divorced,university_degree,True,True
104,admin_,52,divorced,university_degree,True,True
105,services,43,single,high_school,True,True
106,housemaid,34,married,basic_6y,True,True
107,admin_,35,married,high_school,True,True
108,entrepreneur,42,married,,True,True
109,technician,43,married,,True,True
110,retired,60,divorced,university_degree,True,True
111,unemployed,58,married,basic_4y,True,True
112,services,35,divorced,high_school,True,True
113,blue-collar,55,married,basic_9y,True,True
114,management,37,married,university_degree,True,True
115,blue-collar,36,married,high_school,True,True
116,admin_,52,divorced,university_degree,True,True
117,blue-collar,57,divorced,,True,True
118,admin_,56,married,,True,True
119,blue-collar,48,divorced,basic_4y,True,True
120,blue-collar,40,married,high_school,True,True
121,blue-collar,49,divorced,high_school,True,True
122,services,41,married,high_school,True,True
123,technician,45,married,high_school,True,True
124,admin_,32,married,university_degree,True,True
125,admin_,42,married,university_degree,True,True
126,admin_,50,married,basic_6y,True,True
127,technician,31,divorced,professional_course,True,True
128,retired,56,married,basic_4y,True,True
129,technician,41,married,professional_course,True,True
130,blue-collar,37,married,basic_6y,True,True
131,technician,41,married,professional_course,True,True
132,blue-collar,35,married,,True,True
133,blue-collar,37,married,basic_6y,True,True
134,management,52,married,university_degree,True,True
135,management,39,divorced,university_degree,True,True
136,housemaid,39,married,basic_4y,True,True
137,blue-collar,56,married,basic_4y,True,True
138,services,34,married,high_school,True,True
139,blue-collar,45,married,basic_9y,True,True
140,unemployed,43,single,university_degree,True,True
141,management,56,married,,True,True
142,management,39,married,university_degree,True,True
143,blue-collar,53,married,basic_4y,True,True
144,unknown,38,divorced,high_school,True,True
145,blue-collar,42,married,basic_4y,True,True
146,blue-collar,42,married,basic_4y,True,True
147,admin_,35,single,high_school,True,True
148,admin_,40,married,university_degree,True,True
149,blue-collar,51,married,basic_4y,True,True
150,blue-collar,60,married,basic_9y,True,True
151,entrepreneur,56,married,,True,True
152,services,39,divorced,high_school,True,True
153,entrepreneur,56,married,,True,True
154,blue-collar,40,married,,True,True
155,blue-collar,36,married,basic_9y,True,True
156,blue-collar,51,married,,True,True
157,blue-collar,51,married,,True,True
158,technician,43,single,professional_course,True,True
159,services,59,married,high_school,True,True
160,management,24,single,university_degree,True,True
161,blue-collar,37,single,basic_9y,True,True
162,blue-collar,40,married,basic_9y,True,True
163,blue-collar,42,married,basic_9y,True,True
164,services,39,divorced,high_school,True,True
165,entrepreneur,37,married,basic_6y,True,True
166,services,38,married,high_school,True,True
167,admin_,56,divorced,,True,True
168,blue-collar,40,married,,True,True
169,management,54,divorced,university_degree,True,True
170,blue-collar,43,married,high_school,True,True
171,services,36,married,high_school,True,True
172,technician,45,married,university_degree,True,True
173,admin_,42,single,university_degree,True,True
174,services,43,married,high_school,True,True
175,management,46,married,basic_9y,True,True
176,services,44,married,high_school,True,True
177,admin_,51,single,basic_6y,True,True
178,services,28,married,high_school,True,True
179,blue-collar,37,married,basic_9y,True,True
180,technician,34,married,high_school,True,True
181,blue-collar,46,married,basic_6y,True,True
182,blue-collar,42,married,basic_9y,True,True
183,admin_,36,married,university_degree,True,True
184,blue-collar,54,married,basic_4y,True,True
185,management,57,married,university_degree,True,True
186,technician,51,married,basic_6y,True,True
187,retired,54,married,high_school,True,True
188,blue-collar,49,married,basic_4y,True,True
189,admin_,34,married,university_degree,True,True
190,technician,41,married,professional_course,True,True
191,blue-collar,38,single,basic_9y,True,True
192,management,45,divorced,university_degree,True,True
193,technician,42,married,university_degree,True,True
194,blue-collar,34,single,basic_9y,True,True
195,blue-collar,48,married,basic_4y,True,True
196,admin_,37,married,high_school,True,True
197,blue-collar,34,single,basic_9y,True,True
198,admin_,40,married,basic_9y,True,True
199,blue-collar,43,married,basic_6y,True,True
200,services,33,married,high_school,True,True
201,services,32,single,basic_6y,True,True
202,blue-collar,39,married,high_school,True,True
203,admin_,43,married,,True,True
204,blue-collar,44,married,basic_9y,True,True
205,student,35,single,university_degree,True,True
206,student,35,single,university_degree,True,True
207,unemployed,35,married,professional_course,True,True
208,services,36,single,basic_4y,True,True
209,student,35,single,university_degree,True,True
210,student,36,single,basic_9y,True,True
211,housemaid,55,divorced,university_degree,True,True
212,admin_,59,married,university_degree,True,True
213,retired,57,married,,True,True
214,blue-collar,39,married,professional_course,True,True
215,housemaid,39,married,basic_4y,True,True
216,blue-collar,30,single,,True,True
217,blue-collar,30,single,,True,True
218,housemaid,50,married,basic_4y,True,True
219,services,40,married,high_school,True,True
220,admin_,35,married,high_school,True,True
221,technician,43,married,,True,True
222,services,36,single,basic_6y,True,True
223,technician,46,married,basic_4y,True,True
224,technician,40,married,basic_9y,True,True
225,retired,58,married,university_degree,True,True
226,technician,42,married,university_degree,True,True
227,admin_,35,single,university_degree,True,True
228,retired,43,married,basic_4y,True,True
229,blue-collar,45,married,basic_4y,True,True
230,admin_,39,married,professional_course,True,True
231,services,50,divorced,professional_course,True,True
232,management,32,divorced,basic_4y,True,True
233,admin_,39,married,high_school,True,True
234,self-employed,52,married,university_degree,True,True
235,admin_,44,married,professional_course,True,True
236,blue-collar,56,married,basic_4y,True,True
237,admin_,48,married,high_school,True,True
238,services,33,married,high_school,True,True
239,management,43,married,university_degree,True,True
240,retired,57,married,high_school,True,True
241,technician,36,single,professional_course,True,True
242,management,34,married,university_degree,True,True
243,services,34,single,basic_9y,True,True
244,technician,30,married,university_degree,True,True
245,services,33,divorced,,True,True
246,technician,32,single,professional_course,True,True
247,technician,36,single,high_school,True,True
248,blue-collar,36,single,high_school,True,True
249,services,33,single,high_school,True,True
250,technician,40,divorced,professional_course,True,True
251,blue-collar,41,married,basic_4y,True,True
252,services,51,married,basic_6y,True,True
253,technician,36,married,professional_course,True,True
254,services,28,married,,True,True
255,services,53,married,high_school,True,True
256,blue-collar,58,married,basic_9y,True,True
257,management,45,married,basic_9y,True,True
258,technician,43,married,,True,True
259,admin_,33,married,high_school,True,True
260,admin_,33,married,high_school,True,True
261,blue-collar,27,single,basic_6y,True,True
262,technician,42,married,high_school,True,True
263,admin_,43,divorced,basic_9y,True,True
264,admin_,42,married,university_degree,True,True
265,blue-collar,27,single,basic_6y,True,True
266,self-employed,34,single,university_degree,True,True
267,student,31,single,university_degree,True,True
268,management,54,divorced,university_degree,True,True
269,self-employed,40,married,basic_4y,True,True
270,unemployed,52,married,high_school,True,True
271,management,47,divorced,university_degree,True,True
272,housemaid,49,married,basic_9y,True,True
273,admin_,32,single,high_school,True,True
274,housemaid,49,single,high_school,True,True
275,blue-collar,50,married,basic_9y,True,True
276,services,34,married,high_school,True,True
277,blue-collar,55,married,basic_4y,True,True
278,technician,47,single,basic_9y,True,True
279,retired,51,married,professional_course,True,True
280,blue-collar,47,married,basic_6y,True,True
281,technician,56,married,basic_4y,True,True
282,admin_,53,married,basic_9y,True,True
283,blue-collar,36,married,basic_9y,True,True
284,blue-collar,42,divorced,basic_9y,True,True
285,blue-collar,44,divorced,basic_6y,True,True
286,housemaid,39,married,basic_9y,True,True
287,admin_,37,single,high_school,True,True
288,blue-collar,60,married,,True,True
289,services,36,married,high_school,True,True
290,management,42,divorced,university_degree,True,True
291,admin_,31,married,high_school,True,True
292,technician,53,divorced,professional_course,True,True
293,blue-collar,45,married,basic_4y,True,True
294,technician,37,single,professional_course,True,True
295,self-employed,47,married,professional_course,True,True
296,blue-collar,49,divorced,high_school,True,True
297,admin_,36,married,university_degree,True,True
298,services,35,divorced,high_school,True,True
299,unknown,38,married,,True,True
300,services,38,single,high_school,True,True
301,blue-collar,50,divorced,high_school,True,True
302,retired,59,married,professional_course,True,True
303,unknown,43,married,,True,True
304,admin_,42,married,high_school,True,True
305,admin_,40,married,basic_6y,True,True
306,blue-collar,46,married,,True,True
307,housemaid,57,divorced,basic_4y,True,True
308,admin_,42,married,university_degree,True,True
309,blue-collar,41,married,basic_4y,True,True
310,management,54,divorced,university_degree,True,True
311,admin_,27,single,university_degree,True,True
312,admin_,36,married,high_school,True,True
313,blue-collar,58,married,professional_course,True,True
314,management,40,married,university_degree,True,True
315,admin_,34,single,basic_9y,True,True
316,admin_,33,divorced,high_school,True,True
317,retired,56,married,basic_6y,True,True
318,blue-collar,42,married,basic_9y,True,True
319,services,43,married,high_school,True,True
320,management,54,single,basic_9y,True,True
321,admin_,53,single,basic_6y,True,True
322,technician,42,single,,True,True
323,services,40,married,basic_6y,True,True
324,technician,54,married,professional_course,True,True
325,housemaid,40,single,professional_course,True,True
326,admin_,26,single,university_degree,True,True
327,admin_,33,married,high_school,True,True
328,blue-collar,35,married,basic_9y,True,True
329,admin_,36,married,high_school,True,True
330,services,29,single,high_school,True,True
331,blue-collar,36,married,basic_9y,True,True
332,management,35,married,high_school,True,True
333,self-employed,50,single,university_degree,True,True
334,services,46,married,high_school,True,True
335,entrepreneur,49,married,high_school,True,True
336,technician,42,single,professional_course,True,True
337,blue-collar,36,single,high_school,True,True
338,blue-collar,55,married,basic_9y,True,True
339,management,41,married,university_degree,True,True
340,management,57,married,professional_course,True,True
341,services,32,single,high_school,True,True
342,admin_,49,married,basic_9y,True,True
343,unknown,57,married,,True,True
344,blue-collar,58,divorced,basic_4y,True,True
345,technician,52,married,high_school,True,True
346,services,50,divorced,professional_course,True,True
347,blue-collar,41,single,basic_9y,True,True
348,entrepreneur,33,married,university_degree,True,True
349,blue-collar,57,married,basic_4y,True,True
350,blue-collar,48,married,basic_6y,True,True
351,technician,55,married,professional_course,True,True
352,management,38,married,university_degree,True,True
353,services,38,married,high_school,True,True
354,admin_,53,married,university_degree,True,True
355,unemployed,43,single,university_degree,True,True
356,blue-collar,36,single,high_school,True,True
357,blue-collar,32,married,basic_9y,True,True
358,services,33,married,basic_4y,True,True
359,entrepreneur,58,married,basic_4y,True,True
360,unemployed,40,divorced,high_school,True,True
361,management,57,married,university_degree,True,True
362,technician,45,married,high_school,True,True
363,blue-collar,42,married,basic_4y,True,True
364,admin_,46,married,university_degree,True,True
365,technician,36,married,university_degree,True,True
366,self-employed,41,married,high_school,True,True
367,admin_,57,divorced,basic_9y,True,True
368,blue-collar,49,married,basic_9y,True,True
369,management,56,divorced,high_school,True,True
370,blue-collar,37,married,basic_9y,True,True
371,blue-collar,37,married,basic_9y,True,True
372,admin_,46,single,high_school,True,True
373,blue-collar,22,single,basic_9y,True,True
374,services,43,married,high_school,True,True
375,blue-collar,49,married,,True,True
376,technician,41,married,basic_6y,True,True
377,admin_,38,single,university_degree,True,True
378,admin_,33,married,basic_9y,True,True
379,admin_,49,married,university_degree,True,True
380,blue-collar,30,single,,True,True
381,admin_,33,married,basic_9y,True,True
382,management,34,single,university_degree,True,True
383,student,30,single,,True,True
384,management,59,married,basic_4y,True,True
385,management,59,married,basic_4y,True,True
386,self-employed,41,married,university_degree,True,True
387,housemaid,48,married,basic_6y,True,True
388,unknown,28,single,,True,True
389,services,44,married,high_school,True,True
390,retired,59,unknown,university_degree,True,True
391,management,50,married,high_school,True,True
392,admin_,35,married,university_degree,True,True
393,admin_,42,married,high_school,True,True
394,admin_,45,married,basic_9y,True,True
395,technician,36,married,professional_course,True,True
396,services,56,married,high_school,True,True
397,blue-collar,29,divorced,basic_4y,True,True
398,self-employed,41,married,university_degree,True,True
399,blue-collar,42,married,basic_9y,True,True
400,services,52,single,high_school,True,True
401,services,48,married,high_school,True,True
402,blue-collar,31,married,high_school,True,True
403,unemployed,43,married,university_degree,True,True
404,blue-collar,36,married,basic_4y,True,True
405,entrepreneur,42,married,university_degree,True,True
406,services,52,divorced,basic_6y,True,True
407,admin_,39,married,high_school,True,True
408,services,36,married,high_school,True,True
409,blue-collar,42,married,basic_9y,True,True
410,admin_,41,married,high_school,True,True
411,technician,55,married,basic_4y,True,True
412,blue-collar,30,married,basic_9y,True,True
413,retired,57,unknown,basic_4y,True,True
414,entrepreneur,45,married,basic_4y,True,True
415,blue-collar,51,married,basic_4y,True,True
416,self-employed,39,single,basic_9y,True,True
417,admin_,47,married,high_school,True,True
418,services,27,married,high_school,True,True
419,technician,34,single,university_degree,True,True
420,blue-collar,57,married,basic_4y,True,True
421,entrepreneur,43,married,basic_4y,True,True
422,blue-collar,49,married,basic_4y,True,True
423,management,39,married,university_degree,True,True
424,blue-collar,38,married,basic_4y,True,True
425,blue-collar,49,married,basic_9y,True,True
426,management,58,married,basic_6y,True,True
427,technician,43,married,professional_course,True,True
428,unknown,50,married,,True,True
429,services,31,married,high_school,True,True
430,self-employed,43,divorced,university_degree,True,True
431,self-employed,43,married,basic_9y,True,True
432,self-employed,30,single,university_degree,True,True
433,services,27,single,professional_course,True,True
434,services,51,married,,True,True
435,technician,37,married,professional_course,True,True
436,housemaid,46,married,basic_9y,True,True
437,blue-collar,35,married,professional_course,True,True
438,admin_,47,divorced,university_degree,True,True
439,management,46,married,,True,True
440,technician,40,married,professional_course,True,True
441,housemaid,26,married,university_degree,True,True
442,blue-collar,32,divorced,basic_9y,True,True
443,management,45,married,university_degree,True,True
444,admin_,34,married,basic_9y,True,True
445,blue-collar,47,married,,True,True
446,technician,42,married,professional_course,True,True
447,technician,57,married,basic_4y,True,True
448,technician,57,married,basic_4y,True,True
449,blue-collar,38,married,basic_4y,True,True
450,technician,57,married,basic_4y,True,True
451,student,28,single,basic_9y,True,True
452,management,60,married,university_degree,True,True
453,admin_,48,married,university_degree,True,True
454,technician,47,married,professional_course,True,True
455,admin_,40,married,high_school,True,True
456,management,51,married,professional_course,True,True
457,unemployed,48,single,basic_4y,True,True
458,housemaid,54,married,basic_4y,True,True
459,blue-collar,40,married,basic_6y,True,True
460,admin_,44,single,basic_9y,True,True
461,technician,42,divorced,high_school,True,True
462,self-employed,52,married,university_degree,True,True
463,blue-collar,31,single,basic_9y,True,True
464,services,32,married,high_school,True,True
465,admin_,44,married,high_school,True,True
466,management,39,married,basic_6y,True,True
467,management,57,married,professional_course,True,True
468,admin_,52,married,basic_4y,True,True
469,management,42,married,university_degree,True,True
470,technician,42,single,professional_course,True,True
471,management,43,married,professional_course,True,True
472,admin_,31,divorced,high_school,True,True
473,admin_,29,married,university_degree,True,True
474,blue-collar,57,divorced,basic_4y,True,True
475,blue-collar,44,married,basic_9y,True,True
476,unknown,59,married,,True,True
477,blue-collar,39,married,basic_4y,True,True
478,retired,57,married,university_degree,True,True
479,management,41,married,,True,True
480,technician,37,single,high_school,True,True
481,services,38,married,high_school,True,True
482,retired,42,married,basic_4y,True,True
483,unknown,49,married,,True,True
484,management,54,married,basic_6y,True,True
485,admin_,36,married,university_degree,True,True
486,admin_,32,single,university_degree,True,True
487,technician,35,married,professional_course,True,True
488,housemaid,45,married,professional_course,True,True
489,technician,56,married,,True,True
490,technician,34,married,university_degree,True,True
491,unemployed,41,married,basic_9y,True,True
492,services,41,married,basic_9y,True,True
493,blue-collar,36,married,basic_9y,True,True
494,admin_,32,single,university_degree,True,True
495,services,31,married,high_school,True,True
496,technician,38,married,professional_course,True,True
497,admin_,35,divorced,university_degree,True,True
498,admin_,53,married,professional_course,True,True
499,admin_,51,married,basic_6y,True,True
500,entrepreneur,56,married,university_degree,True,True
501,admin_,33,married,basic_9y,True,True
502,admin_,33,married,basic_9y,True,True
503,services,51,divorced,high_school,True,True
504,services,39,married,high_school,True,True
505,entrepreneur,45,married,university_degree,True,True
506,technician,40,single,university_degree,True,True
507,unknown,60,single,,True,True
508,technician,33,married,university_degree,True,True
509,blue-collar,47,married,high_school,True,True
510,blue-collar,48,married,basic_4y,True,True
511,entrepreneur,43,married,high_school,True,True
512,management,37,married,university_degree,True,True
513,services,50,married,basic_9y,True,True
514,entrepreneur,59,married,high_school,True,True
515,technician,32,married,,True,True
516,housemaid,42,single,basic_4y,True,True
517,blue-collar,52,married,basic_4y,True,True
518,blue-collar,42,married,,True,True
519,admin_,42,married,,True,True
520,management,40,married,basic_9y,True,True
521,blue-collar,38,married,basic_9y,True,True
522,blue-collar,39,married,basic_6y,True,True
523,blue-collar,39,married,basic_6y,True,True
524,admin_,38,married,high_school,True,True
525,admin_,47,single,,True,True
526,services,30,single,high_school,True,True
527,admin_,38,divorced,high_school,True,True
528,technician,39,divorced,university_degree,True,True
529,admin_,44,married,high_school,True,True
530,admin_,36,married,high_school,True,True
531,services,41,married,high_school,True,True
532,blue-collar,41,married,basic_6y,True,True
533,blue-collar,35,married,basic_9y,True,True
534,technician,41,married,high_school,True,True
535,services,36,married,high_school,True,True
536,admin_,35,single,high_school,True,True
537,blue-collar,33,single,basic_4y,True,True
538,admin_,38,single,basic_6y,True,True
539,self-employed,33,married,university_degree,True,True
540,self-employed,55,married,,True,True
541,blue-collar,36,single,basic_9y,True,True
542,technician,57,married,professional_course,True,True
543,entrepreneur,32,single,university_degree,True,True
544,self-employed,30,single,high_school,True,True
545,admin_,43,married,professional_course,True,True
546,admin_,46,married,university_degree,True,True
547,admin_,35,divorced,high_school,True,True
548,admin_,34,single,university_degree,True,True
549,blue-collar,50,married,basic_4y,True,True
550,admin_,39,single,university_degree,True,True
551,blue-collar,39,married,basic_9y,True,True
552,entrepreneur,42,married,basic_6y,True,True
553,retired,57,married,university_degree,True,True
554,blue-collar,45,married,basic_4y,True,True
555,technician,40,married,basic_4y,True,True
556,blue-collar,42,married,high_school,True,True
557,technician,40,married,basic_4y,True,True
558,blue-collar,38,single,basic_4y,True,True
559,blue-collar,39,married,basic_6y,True,True
560,blue-collar,41,married,basic_4y,True,True
561,blue-collar,39,married,basic_6y,True,True
562,blue-collar,41,married,basic_4y,True,True
563,admin_,45,married,university_degree,True,True
564,admin_,35,divorced,university_degree,True,True
565,admin_,35,married,basic_6y,True,True
566,blue-collar,49,married,high_school,True,True
567,technician,36,married,,True,True
568,admin_,23,single,university_degree,True,True
569,unemployed,43,married,university_degree,True,True
570,entrepreneur,49,married,professional_course,True,True
571,technician,36,married,professional_course,True,True
572,blue-collar,51,married,basic_9y,True,True
573,retired,56,married,basic_4y,True,True
574,housemaid,45,married,high_school,True,True
575,admin_,42,married,high_school,True,True
576,admin_,41,divorced,high_school,True,True
577,services,32,married,high_school,True,True
578,management,46,married,university_degree,True,True
579,blue-collar,37,married,,True,True
580,management,53,married,university_degree,True,True
581,blue-collar,30,married,basic_4y,True,True
582,unknown,45,married,,True,True
583,technician,24,single,professional_course,True,True
584,unknown,45,married,,True,True
585,admin_,34,single,university_degree,True,True
586,management,41,married,university_degree,True,True
587,blue-collar,59,married,basic_4y,True,True
588,blue-collar,45,married,basic_4y,True,True
589,blue-collar,54,married,basic_6y,True,True
590,technician,32,married,professional_course,True,True
591,technician,33,married,professional_course,True,True
592,admin_,32,married,university_degree,True,True
593,services,34,single,high_school,True,True
594,management,46,married,university_degree,True,True
595,technician,57,married,professional_course,True,True
596,technician,42,married,basic_9y,True,True
597,admin_,48,married,professional_course,True,True
598,admin_,58,divorced,university_degree,True,True
599,services,34,married,high_school,True,True
600,admin_,32,single,university_degree,True,True
601,blue-collar,48,married,basic_9y,True,True
602,blue-collar,47,married,basic_9y,True,True
603,services,31,married,high_school,True,True
604,admin_,32,single,university_degree,True,True
605,admin_,32,single,university_degree,True,True
606,services,36,married,high_school,True,True
607,blue-collar,53,married,basic_4y,True,True
608,blue-collar,37,married,basic_9y,True,True
609,services,50,married,high_school,True,True
610,blue-collar,46,married,basic_6y,True,True
611,admin_,41,married,high_school,True,True
612,blue-collar,43,single,basic_4y,True,True
613,management,51,married,university_degree,True,True
614,admin_,38,married,university_degree,True,True
615,technician,41,married,basic_6y,True,True
616,services,39,married,high_school,True,True
617,blue-collar,52,married,basic_4y,True,True
618,technician,37,married,professional_course,True,True
619,admin_,41,married,basic_9y,True,True
620,admin_,46,divorced,university_degree,True,True
621,technician,47,married,professional_course,True,True
622,technician,35,married,professional_course,True,True
623,services,38,married,high_school,True,True
624,blue-collar,30,single,,True,True
625,blue-collar,46,married,basic_9y,True,True
626,technician,30,married,professional_course,True,True
627,services,35,single,basic_4y,True,True
628,admin_,58,married,,True,True
629,technician,40,married,professional_course,True,True
630,technician,34,married,university_degree,True,True
631,admin_,30,single,university_degree,True,True
632,services,38,married,basic_6y,True,True
633,management,55,single,basic_4y,True,True
634,management,55,married,university_degree,True,True
635,technician,45,single,professional_course,True,True
636,admin_,36,married,university_degree,True,True
637,admin_,32,single,university_degree,True,True
638,technician,35,married,,True,True
639,management,55,divorced,university_degree,True,True
640,housemaid,49,married,basic_4y,True,True
641,admin_,29,married,high_school,True,True
642,blue-collar,34,married,basic_4y,True,True
643,retired,54,married,high_school,True,True
644,technician,36,single,professional_course,True,True
645,management,30,single,university_degree,True,True
646,housemaid,33,divorced,university_degree,True,True
647,blue-collar,37,married,high_school,True,True
648,technician,36,married,basic_9y,True,True
649,blue-collar,33,married,high_school,True,True
650,housemaid,32,married,high_school,True,True
651,housemaid,32,married,high_school,True,True
652,blue-collar,50,married,basic_4y,True,True
653,blue-collar,39,married,basic_9y,True,True
654,blue-collar,51,divorced,,True,True
655,services,33,married,high_school,True,True
656,services,33,married,basic_4y,True,True
657,management,56,married,university_degree,True,True
658,management,39,divorced,university_degree,True,True
659,self-employed,33,single,university_degree,True,True
660,retired,59,divorced,basic_4y,True,True
661,admin_,42,single,,True,True
662,services,43,married,high_school,True,True
663,admin_,35,married,university_degree,True,True
664,blue-collar,46,married,basic_6y,True,True
665,technician,27,married,basic_9y,True,True
666,admin_,47,divorced,university_degree,True,True
667,admin_,31,single,university_degree,True,True
668,blue-collar,32,married,basic_9y,True,True
669,admin_,54,married,high_school,True,True
670,management,56,married,university_degree,True,True
671,services,48,single,high_school,True,True
672,admin_,44,married,high_school,True,True
673,admin_,46,married,high_school,True,True
674,services,45,married,high_school,True,True
675,admin_,43,married,professional_course,True,True
676,admin_,40,single,high_school,True,True
677,management,56,married,university_degree,True,True
678,entrepreneur,47,married,professional_course,True,True
679,management,39,divorced,university_degree,True,True
680,technician,48,married,basic_4y,True,True
681,housemaid,45,married,professional_course,True,True
682,self-employed,36,married,university_degree,True,True
683,management,49,married,professional_course,True,True
684,services,46,married,high_school,True,True
685,blue-collar,38,married,basic_9y,True,True
686,housemaid,50,married,basic_4y,True,True
687,admin_,27,single,high_school,True,True
688,technician,40,married,professional_course,True,True
689,management,46,married,university_degree,True,True
690,admin_,40,divorced,university_degree,True,True
691,management,33,single,university_degree,True,True
692,retired,54,married,high_school,True,True
693,blue-collar,52,married,basic_4y,True,True
694,admin_,53,married,university_degree,True,True
695,services,49,married,high_school,True,True
696,blue-collar,42,married,basic_4y,True,True
697,housemaid,49,married,basic_4y,True,True
698,entrepreneur,40,married,basic_9y,True,True
699,admin_,59,married,university_degree,True,True
700,self-employed,51,married,basic_9y,True,True
701,housemaid,57,married,basic_6y,True,True
702,self-employed,38,divorced,basic_9y,True,True
703,self-employed,52,married,university_degree,True,True
704,unemployed,26,single,basic_9y,True,True
705,admin_,35,married,university_degree,True,True
706,admin_,51,married,university_degree,True,True
707,blue-collar,43,married,basic_4y,True,True
708,admin_,42,married,high_school,True,True
709,retired,60,divorced,university_degree,True,True
710,blue-collar,36,married,basic_9y,True,True
711,management,57,married,university_degree,True,True
712,student,35,single,university_degree,True,True
713,admin_,30,married,university_degree,True,True
714,services,43,married,high_school,True,True
715,technician,40,married,basic_9y,True,True
716,technician,45,married,university_degree,True,True
717,retired,56,married,high_school,True,True
718,services,46,married,basic_6y,True,True
719,blue-collar,41,married,basic_4y,True,True
720,admin_,42,married,university_degree,True,True
721,blue-collar,56,married,basic_4y,True,True
722,entrepreneur,43,married,basic_4y,True,True
723,blue-collar,34,married,basic_4y,True,True
724,services,38,married,high_school,True,True
725,technician,40,married,basic_9y,True,True
726,admin_,38,married,high_school,True,True
727,entrepreneur,48,married,university_degree,True,True
728,blue-collar,27,married,basic_9y,True,True
729,technician,24,single,professional_course,True,True
730,admin_,47,single,,True,True
731,blue-collar,48,married,professional_course,True,True
732,admin_,31,single,high_school,True,True
733,self-employed,39,single,basic_4y,True,True
